지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),현지기압(hPa),적설(cm),전운량(10분위),지면온도(°C)
112,인천,2019-01-01 01:00,-5.3,,2.1,64,1026.4,,4,-5.3
112,인천,2019-01-01 02:00,-5.6,,2.1,63,1026.3,,0,-5.7
112,인천,2019-01-01 03:00,-6,,1.9,63,1026.7,,0,-6
112,인천,2019-01-01 04:00,-6.2,,1.9,64,1026.1,,2,-6.2
112,인천,2019-01-01 05:00,-6.7,,1.9,63,1025.8,,3,-6.5
112,인천,2019-01-01 06:00,-7,,1.4,68,1025.6,,5,-6.5
112,인천,2019-01-01 07:00,-7,,2.1,64,1025,,8,-6.5
112,인천,2019-01-01 08:00,-7.1,,0,59,1025.1,,9,-5.8
112,인천,2019-01-01 09:00,-6.2,,1.2,60,1025.4,,6,-4.5
112,인천,2019-01-01 10:00,-4.8,,.9,52,1025.4,,8,-1.6
112,인천,2019-01-01 11:00,-3.7,,1.4,53,1025.3,,5,-.3
112,인천,2019-01-01 12:00,-2.7,,5.1,59,1024.3,,5,.5
112,인천,2019-01-01 13:00,-2.6,,5.9,62,1023.4,,8,0
112,인천,2019-01-01 14:00,-1.6,,4.9,61,1022.7,,7,1.2
112,인천,2019-01-01 15:00,-1,,5.5,57,1022.9,,4,.6
112,인천,2019-01-01 16:00,-1.3,,4.9,57,1023,,3,-.5
112,인천,2019-01-01 17:00,-1.7,,4.5,55,1023.3,,2,-.9
112,인천,2019-01-01 18:00,-2.5,,4.6,47,1023.6,,0,-2.4
112,인천,2019-01-01 19:00,-3.1,,6.6,53,1024.3,,0,-3.5
112,인천,2019-01-01 20:00,-3.7,,6.4,55,1024.6,,0,-4
112,인천,2019-01-01 21:00,-4.1,,4.7,51,1025.1,,0,-4.6
112,인천,2019-01-01 22:00,-4.7,,5.3,53,1025,,0,-5
112,인천,2019-01-01 23:00,-5.3,,2.4,54,1025.1,,0,-5.5
112,인천,2019-01-02 00:00,-5.7,,1.5,56,1025.4,,0,-5.8
112,인천,2019-01-02 01:00,-6,,1.4,59,1025.2,,0,-6.3
112,인천,2019-01-02 02:00,-5.9,,.5,53,1025.6,,1,-6.7
112,인천,2019-01-02 03:00,-5.6,,1.6,55,1025.6,,0,-6.6
112,인천,2019-01-02 04:00,-6,,1.5,53,1025.2,,0,-6.8
112,인천,2019-01-02 05:00,-6.1,,1.4,54,1025,,0,-7
112,인천,2019-01-02 06:00,-5.9,,1.8,58,1025.4,,0,-7
112,인천,2019-01-02 07:00,-6,,1.6,63,1025.9,,0,-7
112,인천,2019-01-02 08:00,-5.9,,1.8,65,1026.5,,0,-7
112,인천,2019-01-02 09:00,-5.4,,1.2,55,1027.1,,0,-5.8
112,인천,2019-01-02 10:00,-4.6,,1.8,50,1027.5,,0,-1.7
112,인천,2019-01-02 11:00,-3.7,,2.5,41,1026.9,,0,-.1
112,인천,2019-01-02 12:00,-3.1,,2.9,42,1026.1,,0,2.3
112,인천,2019-01-02 13:00,-2.2,,2.8,34,1025.2,,0,3.3
112,인천,2019-01-02 14:00,-1.1,,2.4,33,1024.7,,0,2.8
112,인천,2019-01-02 15:00,-.7,,1.6,33,1024.6,,0,1.2
112,인천,2019-01-02 16:00,-1.3,,3.4,36,1024.7,,0,-.5
112,인천,2019-01-02 17:00,-2.1,,3.2,42,1024.6,,0,-1
112,인천,2019-01-02 18:00,-2.5,,2.7,44,1025.1,,0,-2.1
112,인천,2019-01-02 19:00,-2.8,,1.8,48,1025.2,,0,-3.1
112,인천,2019-01-02 20:00,-3.1,,1.7,55,1025.1,,0,-3.9
112,인천,2019-01-02 21:00,-2.8,,2.2,56,1025.1,,0,-4.3
112,인천,2019-01-02 22:00,-3.4,,3.8,50,1025.3,,0,-4.6
112,인천,2019-01-02 23:00,-4.4,,2.9,53,1025.8,,0,-5.1
112,인천,2019-01-03 00:00,-5.1,,4.1,47,1026,,0,-5.5
112,인천,2019-01-03 01:00,-5.5,,2.9,50,1026.1,,0,-5.8
112,인천,2019-01-03 02:00,-5.6,,4.4,51,1026.2,,0,-6
112,인천,2019-01-03 03:00,-5.8,,2.3,52,1026.4,,0,-6.2
112,인천,2019-01-03 04:00,-6.2,,2,57,1026.3,,0,-6.5
112,인천,2019-01-03 05:00,-5.7,,2.4,48,1026.4,,0,-6.5
112,인천,2019-01-03 06:00,-5.8,,2.1,54,1026.5,,0,-6.6
112,인천,2019-01-03 07:00,-6.2,,2.3,52,1026.4,,0,-6.8
112,인천,2019-01-03 08:00,-6.3,,2,51,1026.8,,0,-6.8
112,인천,2019-01-03 09:00,-5.2,,.3,46,1027.6,,0,-5.6
112,인천,2019-01-03 10:00,-3.8,,.8,41,1028,,0,-1.2
112,인천,2019-01-03 11:00,-2.7,,2.4,35,1028.2,,0,.3
112,인천,2019-01-03 12:00,-1.5,,2.9,28,1027.2,,1,2.5
112,인천,2019-01-03 13:00,-.4,,3,27,1026.1,,3,4.1
112,인천,2019-01-03 14:00,.6,,2.2,26,1025.7,,0,3.6
112,인천,2019-01-03 15:00,1.5,,1.4,25,1025.2,,2,1.9
112,인천,2019-01-03 16:00,1.9,,1.9,29,1025.3,,0,-.2
112,인천,2019-01-03 17:00,.6,,3.3,42,1025.2,,0,-.5
112,인천,2019-01-03 18:00,-.5,,2.8,42,1025.5,,0,-1.2
112,인천,2019-01-03 19:00,-.8,,2.5,42,1026.6,,1,-2
112,인천,2019-01-03 20:00,-1.3,,2.3,50,1026.6,,0,-2.6
112,인천,2019-01-03 21:00,-1.5,,1.6,57,1026.3,,0,-3.4
112,인천,2019-01-03 22:00,-1.9,,.9,58,1026.2,,0,-4.1
112,인천,2019-01-03 23:00,-2.3,,1.3,60,1026,,0,-4.3
112,인천,2019-01-04 00:00,-2.3,,1.2,61,1026,,0,-4.8
112,인천,2019-01-04 01:00,-2.5,,1.4,61,1025.8,,9,-5
112,인천,2019-01-04 02:00,-2.6,,2.1,56,1025.6,,0,-5.2
112,인천,2019-01-04 03:00,-2.9,,1.9,58,1025,,0,-5.3
112,인천,2019-01-04 04:00,-3.1,,.4,57,1025,,0,-5.7
112,인천,2019-01-04 05:00,-3.3,,.9,78,1024.3,,0,-5.4
112,인천,2019-01-04 06:00,-3.7,,1.6,68,1023.8,,0,-5.9
112,인천,2019-01-04 07:00,-4.1,,2.4,63,1023.4,,0,-5.8
112,인천,2019-01-04 08:00,-4.3,,.6,59,1023.4,,5,-5.7
112,인천,2019-01-04 09:00,-3.1,,.6,54,1024,,6,-3.8
112,인천,2019-01-04 10:00,-1.4,,1.1,52,1023.9,,8,-1.2
112,인천,2019-01-04 11:00,-.3,,1.2,49,1023.2,,10,-.4
112,인천,2019-01-04 12:00,.4,,2.6,50,1022.8,,10,-.1
112,인천,2019-01-04 13:00,.6,,3,55,1022.3,,9,.7
112,인천,2019-01-04 14:00,2.4,,2.9,58,1021.3,,8,2.6
112,인천,2019-01-04 15:00,3.4,,2.1,65,1020.5,,7,2.5
112,인천,2019-01-04 16:00,2.5,,1.5,71,1020,,8,.9
112,인천,2019-01-04 17:00,2,,2.4,77,1019.3,,5,-.4
112,인천,2019-01-04 18:00,1.6,0,2.2,80,1019.5,,3,-.6
112,인천,2019-01-04 19:00,1.6,,3.1,79,1019.1,,0,-.8
112,인천,2019-01-04 20:00,1.5,,2.5,78,1019.1,,3,-1.2
112,인천,2019-01-04 21:00,1.6,,2.2,78,1018.7,,3,-1.6
112,인천,2019-01-04 22:00,1.1,,1.5,86,1018.5,,0,-2.1
112,인천,2019-01-04 23:00,1.2,,3.6,84,1018.3,,0,-2.1
112,인천,2019-01-05 00:00,.5,,3.4,88,1018.1,,0,-2.3
112,인천,2019-01-05 01:00,-.3,,3.4,92,1018.3,,0,-2.6
112,인천,2019-01-05 02:00,-1.7,,3.5,79,1018.8,,4,-3.1
112,인천,2019-01-05 03:00,-2.3,,2.4,73,1018.9,,6,-3.8
112,인천,2019-01-05 04:00,-2.6,,3.3,59,1018.4,,4,-4.4
112,인천,2019-01-05 05:00,-2.8,,3.6,51,1018.5,,0,-4.9
112,인천,2019-01-05 06:00,-3.2,,3,51,1018.5,,0,-5.3
112,인천,2019-01-05 07:00,-4,,3.8,44,1018.4,,3,-5.6
112,인천,2019-01-05 08:00,-4.5,,3.2,47,1019,,1,-5.9
112,인천,2019-01-05 09:00,-4.3,,3.9,49,1019.6,,1,-5
112,인천,2019-01-05 10:00,-3.8,,5.2,40,1020.4,,4,-1.4
112,인천,2019-01-05 11:00,-3.9,,3.7,44,1020.9,,8,-1
112,인천,2019-01-05 12:00,-2.7,,2.2,39,1020.1,,7,.8
112,인천,2019-01-05 13:00,-1.9,,4.1,35,1019.3,,1,2.7
112,인천,2019-01-05 14:00,-1,,4.7,29,1018.5,,0,2.7
